,Relation Type,E1,E2,FACT
303,亲人,新月,天星,“看不见……”她大睁着眼睛，面前仍然是一片黑暗，什么也看不见，“哥哥……你在哪儿呀？”“新月，我在你跟前儿呢，”天星惊恐地抓住她的手，“你看看我！……”
304,喜欢,萧炎,薰儿,在萧炎眸子注视下，薰儿脸颊上绯红也是逐渐的淡了许多，贝齿轻咬着红唇，眼中掠过一抹迟疑之色，旋即猛的低头，在萧炎脸颊上如蜻蜓点水般的吻了一下。
305,亲人,凤霞,我,看着凤霞哭，我心里就跟刀割一样。凤霞这么小的年纪就知道护着她爹，就是看着这孩子，我也该千刀万剐。
306,亲人,我,家珍,"家珍怀着有庆有六个月了，自然有些难看，走路时裤裆里像是夹了个馒头似的一撇一撇，两只脚不往前往横里跨，我嫌弃她，对她说：
　　""你呀，风一吹肚子就要大上一圈。"""
307,上下级,章北海,东方延绪,东方延绪最后一个向章北海敬礼：“亚洲舰队‘自然选择’号！前辈，您为人类保存下来的五艘星际战舰，也是现在人类太空舰队的全部，现在接受您的指挥！”
308,上下级,叶文洁,潘寒,"叶文洁说：“在讨论重大问题之前，我们先处理一件小事。潘寒”她招呼时眼睛却看着众人。
 
 “统帅，我在这里。”潘寒从人群中走出来，这之前他试图躲进人群深处，他表面镇静，但内心的恐惧很容易看出来。统帅没称他同志，这是个不祥之兆。"
309,同一人,黛玉,颦丫头,宝钗也忍不住，笑著把黛玉腮上一拧，说道：“真真的，这个颦丫头一张嘴，叫人恨又不是，喜欢又不是！”
310,亲人,凤霞,我爹,我爹毕竟年纪大了，蹲在粪缸上腿有些哆嗦，凤霞就问他： “爷爷，你为什么动呀？”
311,亲人,王夫人,王子腾,正值王夫人与熙凤在一处拆金陵来的书信，又有王夫人的兄嫂处遣来的两个媳妇儿来说话。黛玉虽不知原委，探春等却晓得是议论金陵城中居住的薛家姨母之子－－表兄薛蟠，倚财仗势打死人命，现在应天府案下审理。如今舅舅王子腾得了信，遣人来告诉这边，意欲唤取进京之意。
312,同一人,小罗,罗辑,"“叶老师，您……您来了？”
 
 “你是……小罗吧？”
 
 “我是罗辑，杨冬的高中同学，您这是……”"
313,对立,萧炎,萧宁,望着那亲昵行出训练场的萧炎与薰儿，远处的萧宁脸庞使劲一抽，拳头紧握，出嘎吱的声响，心头的嫉妒，甚至让得他眼睛有些红。
314,对立,萧炎,白程,到那一言不发的萧炎等人，白程这才得意的冷笑一声
315,喜欢,萧炎,薰儿,"窗台边，淡淡的月光挥洒而下，照耀在青年与少女身上，为他们披上一层薄薄银纱。

    在萧炎话落之后许久，薰儿也是陷入了宁静，脑袋轻轻靠在前者肩膀处，即使她早已经知晓了大部分的事情，可如今再次听到萧炎道来，她却依然是有种内心激荡的感觉，这两年时间，他也过得很苦啊。"
316,上下级,我,龙二,我租了龙二的田，就是他的佃户了，便不能再像过去那样叫他龙二，得叫他龙老爷，起先龙二听我这么叫，总是摆摆手说：
317,同级同伴,关一帆,程心,"“再说一遍，那都是猜测，没有真正的科学证明。不要想那么多，关注眼前的生活好了。”关一帆把手放到程心的手上，“我说的那些事。就算是真的，也都是以亿年为时间单位的。你到我们的世界去，那也是你的世界，在那里过你自己的生活。别再大幅度地跨越时间了，只要你把自己的人生限制在十万年内，把生活的范围限制在一千光年内，那些事就与你无关。十万年，一千光年，够了吧？”
 “够了，谢谢你。”程心握住了关一帆的手。"
318,亲人,我娘,我,我娘慌里慌张地想站起来，她站到一半腿一松，身体又掉到地上。我赶紧把她抱到床上，她没完没了地说自己睡着了，她怕我们不相信。
319,上下级,萧炎,药老,萧炎脸色缓缓阴沉，声音中充斥着讥讽与寒意：“没有药老，你就是一个一无所有的孤儿，老师视你为己出，你却是为了一卷“焚决”将之背叛，说你是畜生，都是抬举你！”
320,喜欢,萧炎,小医仙,"“这位是？”萧厉的目光，突然转向萧炎身旁的小医仙，脸庞上的笑容微微收敛，有些客气的问道，以小医仙那斗宗阶别的实力，即便是他，说话间也是不敢太过随意。

    “这是我朋友，二哥叫她小医仙便好。”萧炎微笑道。

    “萧厉大哥。”一旁，小医仙那精致漂亮的脸颊上露出一抹浅笑，冲着萧厉轻声道。"
321,喜欢,萧炎,薰儿,见到萧炎这幅得意模样，薰儿脸颊更是绯红，狠狠的给他丢了一个白眼，不过在经历了先前那番事情后，这白眼看起来是的格外的娇媚。
322,亲人,韩子奇,玉儿,韩子奇和玉儿虽说是兄妹，可毕竟不是一母所生啊。
323,同一人,大史,史强,"“是啊，大史，我们以后可以好好活了，现在，真的是一切都完。”
 
 “老弟，这可是我最后一次帮你做面壁者的事了。”在回去的路上史强说，“这个职业肯定要把人的脑子弄出问题的，你又犯了一次病。”"
324,喜欢,萧炎,云韵,淡淡的应了一声，云韵美眸缓缓扫过下方黑暗中的密林，俏脸上，闪过一抹复杂神色，脑海中，那个一脸冷漠的清秀少年，再度浮现。
325,亲人,万二喜,凤霞,"粉完了墙天还早着，我对二喜说：
　　""吃了晚饭再走吧。""
　　他说：""不吃了。""
　　就着肩膀向凤霞翘了翘，我知道他是在看凤霞。他低声问我和家珍：
　　""爹，娘，我什么时候把凤霞娶过去？"""
326,喜欢,萧炎,彩鳞,"感受着那突然间的柔软,萧炎有着霎那的失神，旋即手臂条件反射般的揽住彩鳞那柔若无骨的纤细腰肢，那是一种真正的诱惑，妖娆蛇腰,轻轻扭动间，有种妖娆众生的魅惑。

    在萧炎为那柔软而失神时,那怀中美人却是轻偏过头，细微的声音,传进了耳中。

    “小心一些，记得你的命，是本王的。”"
327,喜欢,萧炎,薰儿,感受着玉手上传来的温度，薰儿脸颊上也是浮现一抹淡淡绯红，心头略微有些欣慰，不管她在族人面前表现得多么的强势，但她毕竟是女孩子，心里也是有着女孩子柔软的地方，这么多年的努力坚持，能够得到萧炎这句话，仿佛已是满足，她的一切所求，本就不高，她拥有着无人能及的天赋与血脉，但对于感情，却是无比的执着，甚至倔强。
328,喜欢,萧炎,云韵,"“其实我挺后悔，后悔当年在那山洞中，为什么要强忍着去做无欲无求地圣人，我想，如果那时候干了点什么退后时，萧炎忽然笑了笑，笑容中有些戏谑。

    “那你会被我当场杀了，那样的话，也省得今日这般大麻烦。”随着萧炎的退后，云韵脸颊上地绯红也是缓缓褪去，而听得前这话，她美目顿时一横，嗔道。"
329,上下级,楚雁潮,郑晓京,噢？”楚雁潮感到很吃惊，他没有想到在别人都去看电影的时候，这个独自在宿舍复习英语的同学不是罗秀竹，也不是郑晓京，而会是韩新月。如果说，他第一次见到新月的时候，感到的只是她的自信，那么，现在则似乎找到了她自信的原因了，“你这么刻苦啊？”“老师，我怕万一考不好……”新月说，又显出不那么自信。其实她心里想的是：我不能当第二名！
330,上下级,舰队司令,吴舰长,吴舰长，舰队司令部给你和章政委的紧急命令：你们二位立刻去总参报到。
331,亲人,天星,新月,奇怪得很，随着她和韩家的交往越来越密切，几乎经常见到天星，但她却从来也没有往这上面想过，只觉得新月的哥哥就等于自己的哥哥罢了。
332,喜欢,萧炎,小医仙,“与朋友闲聊，寻常之事而已，有什么好介意的？”听得曹颖竟然将她认作了萧炎的什么人，小医仙眼角却是不由得浮现一抹浅浅笑意，轻笑道。
333,亲人,秦邦业,可儿,秦钟一一的答应，回家禀知他父亲。他父亲秦邦业，现任营缮司郎中，年近七旬，夫人早亡。因年至五旬时尚无儿女，便向养生堂抱了一个儿子和一个女儿。谁知儿子又死了，只剩下个女儿，小名叫做可儿，又起个官名，叫做兼美，长大时，生得形容袅娜，性格风流。因素与贾家有些瓜葛，故结了亲。秦邦业却于五十三岁上得了秦钟，今年十二岁了。
334,上下级,黛玉,小丫头,黛玉只带了两个人来：一个是自己的奶娘王嬷嬷，一个是十岁的小丫头，名唤雪雁。贾母见雪雁甚小，一团孩气，王嬷嬷又极老，料黛玉皆不遂心，将自己身边一个二等小丫头，名唤鹦哥的，与了黛玉。亦如迎春等一般：每人除自幼乳母外，另有四个教引嬷嬷；除贴身掌管钗钏盥沐两个丫头外，另有四五个洒扫房屋来往使役的小丫头。
335,亲人,家珍,有庆,"明知道没有野菜了，家珍还是整天拄着根树枝出去找野菜，有庆跟着她。有庆正在长身体，没有粮食吃，人瘦得像根竹竿。有庆总还是孩子，家珍有病路都走不动了，还是到处转悠着找野菜，有庆跟在后面，老是对家珍说：
　　""娘，我饿得走不动了。""
　　家珍上哪儿去给有庆找吃的，只好对他说：
　　""有庆，你就去喝几口水填填肚子吧。"""
336,亲人,梁冰玉,韩子奇,“奇哥哥，我们还活着？”梁冰玉喃喃地说，她不知道现在是在梦里，还是已经变成了鬼魂？“是啊，我们还活着……”韩子奇扶着她站起来，活动着被震得松散麻木的腿，“我还以为我们死在异乡回不了家呢！”
337,对立,萧炎,白山,"“你真想打？”前踏了一步，萧炎扭了扭脖子，瞥着树枝上的白山，轻笑道。

    “你若想，我不会有意见。”白山轻弹了弹白色袖子，冷声道"
338,亲人,小亨特,沙蒙·亨特,“爸爸！”年轻的小亨特抢在妈妈的前边，勾着沙蒙·亨特的脖子，“为什么不打个电报？我好去接您！”
339,对立,萧炎,白程,"“白程，我磐门未曾招惹你们，你们却是阻我磐门销售丹药，未免有些欺人太甚了吧？

    萧炎脸庞略有些阴沉，声音之中的冷意任谁都能清晰可辨"
340,同一人,张友士,张先生,冯紫英因说他有一个幼时从学的先生，姓张，名友士，学问最渊博，更兼医理极精，且能断人的生死。今年是上京给他儿子捐官，现在他家住著呢。这样看来，或者媳妇的病，该在他手里除灾，也未可知。我已叫人拿我的名帖去请了。今日天晚，或未必来，明日想一定来的。且冯紫英又回家亲替我求他，务必请他来瞧的。等待张先生来瞧了再说罢。
341,喜欢,萧炎,美杜莎,闻言，萧炎这才略微松了一口气，偏头望着脸色依然紧咬银牙的美杜莎，不由得微微一笑，道：“放心吧，没事，说不定这什么破魔毒斑，还能令得我实力大为精进呢。”
342,亲人,宝玉,秦氏,秦氏听了，笑道：“这里还不好，往那里去呢？要不，就往我屋里去罢。”宝玉点头微笑。一个嬷嬷说道：“那里有个叔叔往侄儿房里睡觉的礼呢？”
343,喜欢,萧炎,云韵,瞧得萧炎这般目光，云韵也是一怔，旋即微微低头，脸颊瞬间便是如同火烧起来了一般，因为先前气的暴溢，那身体上的衣衫，也是彻底的爆裂而开。
344,对立,萧炎,白山,“这事，不算完！今日的耻辱，我白山必要百倍要你尝还！萧炎，你给我等着吧！迟早我要你跪在我的脚下！”低垂的眼瞳中闪过一抹怨毒，白山拳头紧握
345,亲人,王夫人,黛玉,贾珠之妻李氏捧杯，熙凤安箸，王夫人进羹。贾母正面榻上独坐，两旁四张空椅。熙凤忙拉黛玉在左边第一张椅子上坐下，黛玉十分推让。贾母笑道：“你舅母和嫂子们是不在这里吃饭的，你是客，原该这么坐。”黛玉方告了坐，就坐了。贾母命王夫人也坐了。
